,Unnamed: 0,Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason,Age Group,Age Categorize
632,632,3957-TETC,0,49,85,243.2,0.0,0.0,No,yes,0.0,1,17,Yes,0,UT,329-2786,Female,33,No,No,No,0,Yes,One Year,Credit Card,57,2766,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
633,633,9488-FZIX,0,60,400,898.6,0.0,0.0,No,no,0.0,0,0,No,0,CT,339-5329,Female,48,No,No,No,0,No,Two Year,Direct Debit,15,875,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
634,634,9088-RNGQ,0,72,379,941.0,0.0,0.0,No,no,0.0,0,19,Yes,0,DE,388-9944,Female,27,Yes,No,No,0,Yes,Two Year,Direct Debit,48,3474,Not Filling Responses,Not Filling Responses,20-40,Under 30
635,635,4360-SIGC,0,68,131,338.2,0.0,0.0,No,no,0.0,1,0,No,0,VT,403-1769,Male,38,No,No,No,0,No,Two Year,Credit Card,17,1116,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
636,636,5350-TTOS,0,13,53,145.3,0.0,0.0,No,yes,0.0,2,7,Yes,0,RI,421-7214,Female,46,No,No,No,0,Yes,Month-to-Month,Direct Debit,24,320,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
637,637,6112-UTCV,1,56,384,563.3,0.0,0.0,No,no,0.0,0,5,Yes,0,CA,338-6962,Male,40,No,No,No,0,No,One Year,Direct Debit,27,1532,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
638,638,7679-UDBM,0,19,110,280.1,0.0,0.0,No,no,0.0,2,0,No,0,IN,381-9234,Female,54,No,No,No,0,No,One Year,Direct Debit,8,148,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
639,639,0830-FLCM,0,8,45,90.8,0.0,0.0,No,yes,0.0,2,7,Yes,0,NY,417-3046,Female,36,No,No,No,0,No,One Year,Direct Debit,25,206,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
640,640,8984-ZODM,0,52,310,786.0,0.0,0.0,No,no,0.0,0,5,Yes,0,RI,365-5886,Female,30,No,No,No,0,Yes,One Year,Credit Card,47,2487,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
641,641,6311-YMOL,0,3,13,33.3,0.0,0.0,No,no,0.0,2,11,Yes,0,NV,373-5196,Male,38,No,No,No,0,No,Month-to-Month,Credit Card,19,57,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
642,642,6256-CPYP,0,29,106,260.1,0.0,0.0,No,no,0.0,0,0,No,0,UT,327-6194,Male,41,No,No,No,0,No,One Year,Credit Card,10,282,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
643,643,2027-IKUK,0,40,216,596.0,360.0,308.0,Yes,yes,0.0,1,10,Yes,0,OR,378-6772,Female,40,No,No,No,0,Yes,One Year,Credit Card,37,1464,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
644,644,7174-QTEE,0,32,186,381.0,0.0,0.0,No,no,0.0,0,0,No,0,OR,362-4685,Female,50,No,No,No,0,No,One Year,Credit Card,7,236,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
645,645,6337-REBM,0,25,152,302.8,0.0,0.0,No,no,0.0,0,0,No,0,OH,362-1490,Male,48,No,No,No,0,No,One Year,Direct Debit,8,205,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
646,646,8973-JSQF,0,72,142,358.0,0.0,0.0,No,no,0.0,2,1,Yes,0,ND,336-4281,Female,85,No,Yes,No,0,Yes,Two Year,Direct Debit,44,3167,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
647,647,3899-NYAP,0,36,222,542.4,0.0,0.0,No,no,0.0,1,2,Yes,0,RI,361-1315,Female,32,No,No,No,0,No,Month-to-Month,Direct Debit,27,959,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
648,648,7933-TBKR,0,10,70,137.9,0.0,0.0,No,no,0.0,2,4,Yes,0,HI,342-5906,Male,35,No,No,No,0,No,Month-to-Month,Direct Debit,31,304,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
649,649,0228-ZLKJ,0,14,46,99.9,42.0,180.6,Yes,yes,0.0,1,9,No,67,WY,405-7904,Female,50,No,No,No,0,No,One Year,Credit Card,28,402,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
650,650,2273-IYUB,0,50,155,445.7,0.0,0.0,No,no,0.0,2,0,No,0,KS,385-3263,Male,67,No,Yes,No,0,No,Two Year,Credit Card,7,326,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
651,651,5848-FSZX,0,25,135,371.5,0.0,0.0,No,no,0.0,1,2,Yes,0,LA,405-9496,Male,35,No,No,No,0,No,Month-to-Month,Direct Debit,55,1373,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
652,652,0427-OMBZ,0,20,92,234.6,0.0,0.0,No,no,0.0,0,4,Yes,0,NV,393-6475,Male,72,No,Yes,No,0,No,One Year,Credit Card,35,680,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
653,653,5012-QGEB,0,23,110,206.9,0.0,0.0,No,no,0.0,1,6,Yes,0,MO,400-3497,Male,60,No,No,No,0,Yes,Two Year,Direct Debit,21,489,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
654,654,4251-AMXB,0,1,2,4.0,0.0,0.0,No,no,0.0,1,0,No,0,ME,406-8809,Male,34,No,No,No,0,No,Month-to-Month,Credit Card,14,14,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
655,655,4902-VHZL,0,61,204,428.0,0.0,0.0,No,no,0.0,2,0,No,0,WY,337-4339,Female,47,No,No,No,0,No,One Year,Credit Card,13,778,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
656,656,0028-UCUF,0,58,280,753.5,0.0,0.0,No,no,0.0,0,1,Yes,0,ME,333-7631,Female,68,No,Yes,No,0,No,Two Year,Credit Card,51,2985,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
657,657,4789-JPNV,0,31,104,306.5,0.0,0.0,No,no,0.0,0,0,No,0,OH,363-2602,Male,48,No,No,No,0,No,Two Year,Direct Debit,10,303,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
658,658,3963-DTEC,0,46,202,461.8,0.0,0.0,No,no,0.0,1,11,Yes,0,NC,387-7757,Male,79,No,Yes,No,0,Yes,One Year,Direct Debit,46,2120,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
659,659,6201-LWDY,0,52,331,774.8,0.0,0.0,No,no,0.0,2,0,No,0,KY,376-9513,Female,44,No,No,No,0,No,One Year,Credit Card,9,464,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
660,660,6818-RGMC,0,32,174,410.3,0.0,0.0,No,no,0.0,1,13,No,53,FL,371-9482,Male,51,No,No,No,0,No,Month-to-Month,Direct Debit,34,1084,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
661,661,6947-SZZQ,0,15,42,105.8,0.0,0.0,No,no,0.0,0,8,Yes,0,DE,420-2796,Female,38,No,No,No,0,No,Month-to-Month,Credit Card,34,518,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
662,662,8648-LTTP,0,53,277,740.2,0.0,0.0,No,no,0.0,2,3,Yes,0,AL,366-4225,Female,60,No,No,No,0,Yes,One Year,Direct Debit,63,3356,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
663,663,3389-CMVK,0,30,166,416.9,0.0,0.0,No,no,0.0,2,7,Yes,0,ME,398-4567,Male,33,No,No,No,0,Yes,One Year,Direct Debit,43,1282,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
664,664,1789-BFVK,0,70,402,975.0,0.0,0.0,No,no,0.0,2,10,Yes,0,SD,388-4571,Male,24,Yes,No,No,0,Yes,Two Year,Credit Card,30,2120,Not Filling Responses,Not Filling Responses,20-40,Under 30
665,665,5631-QJIT,0,41,167,414.6,0.0,0.0,No,no,0.0,0,26,Yes,0,AK,333-3704,Male,28,Yes,No,No,0,Yes,One Year,Direct Debit,33,1381,Not Filling Responses,Not Filling Responses,20-40,Under 30
666,666,7417-ZNPZ,0,1,2,5.0,0.0,0.0,No,no,0.0,0,4,No,28,ID,383-2566,Male,53,No,No,No,0,No,Month-to-Month,Direct Debit,37,37,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
667,667,7351-BFIO,0,7,32,85.7,0.0,0.0,No,no,0.0,2,2,Yes,0,RI,406-5584,Female,37,No,No,No,0,Yes,Month-to-Month,Direct Debit,27,196,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
668,668,2904-VLZU,0,43,212,515.2,0.0,0.0,No,no,0.0,0,0,No,0,AL,343-4806,Male,31,No,No,No,0,No,One Year,Credit Card,13,538,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
669,669,8378-UHEK,0,10,52,125.4,0.0,0.0,No,no,0.0,0,12,Yes,0,NJ,401-8735,Female,26,Yes,No,No,0,No,Month-to-Month,Direct Debit,41,398,Not Filling Responses,Not Filling Responses,20-40,Under 30
670,670,0642-WQJL,0,64,170,385.0,0.0,0.0,No,no,0.0,0,10,Yes,0,NC,391-8626,Female,24,Yes,No,No,0,No,Two Year,Direct Debit,60,3841,Not Filling Responses,Not Filling Responses,20-40,Under 30
671,671,6844-LKLS,0,68,220,541.6,0.0,0.0,No,no,0.0,0,0,No,0,DE,327-5817,Female,61,No,No,No,0,No,Two Year,Direct Debit,13,851,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
672,672,9542-IIUP,0,68,303,682.1,0.0,0.0,No,no,0.0,0,0,No,0,WY,381-4712,Female,24,Yes,No,No,0,No,Two Year,Credit Card,14,964,Not Filling Responses,Not Filling Responses,20-40,Under 30
673,673,5660-HDWR,0,41,90,246.3,0.0,0.0,No,no,0.0,0,9,Yes,0,ID,335-3320,Male,35,No,No,No,0,No,Month-to-Month,Credit Card,30,1227,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
674,674,4505-OCXZ,0,61,211,673.5,0.0,0.0,No,no,0.0,0,13,Yes,0,NY,415-8780,Male,37,No,No,No,0,Yes,Two Year,Direct Debit,20,1200,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
675,675,5022-OPOK,0,70,348,910.6,0.0,0.0,No,no,0.0,0,4,No,83,ID,352-7413,Female,74,No,Yes,No,0,Yes,Two Year,Credit Card,49,3420,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
676,676,5591-AKJX,0,32,48,159.1,0.0,0.0,No,no,0.0,0,3,Yes,0,TN,352-1127,Male,32,No,No,No,0,No,Month-to-Month,Credit Card,36,1137,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
677,677,6631-BEAO,0,41,143,286.1,0.0,0.0,No,no,0.0,0,5,Yes,0,OH,368-1288,Male,64,No,No,No,0,No,Two Year,Credit Card,26,1053,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
678,678,1490-ZOJU,0,38,85,264.0,0.0,0.0,No,no,0.0,0,0,No,0,IL,403-5279,Female,35,No,No,No,0,No,One Year,Direct Debit,13,505,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
679,679,4878-YNAM,0,51,122,255.9,357.0,601.8,Yes,yes,0.0,0,6,Yes,0,FL,397-9333,Male,35,No,No,No,0,Yes,Two Year,Credit Card,49,2483,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
680,680,4467-VADV,0,70,207,487.6,0.0,0.0,No,no,0.0,0,10,Yes,0,OK,383-2537,Male,23,Yes,No,No,0,Yes,Two Year,Direct Debit,22,1533,Not Filling Responses,Not Filling Responses,20-40,Under 30
681,681,0603-GKBT,0,21,145,296.4,0.0,0.0,No,no,0.0,0,9,No,0,KY,330-4419,Male,54,No,No,No,0,No,Month-to-Month,Credit Card,43,911,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
682,682,6263-OJZU,0,51,422,759.8,0.0,0.0,No,no,0.0,0,1,Yes,0,MI,390-7930,Female,63,No,No,No,0,Yes,One Year,Credit Card,53,2700,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
683,683,1199-DHJG,0,26,66,183.1,0.0,0.0,No,no,0.0,0,5,Yes,0,VA,358-6796,Male,45,No,No,No,0,Yes,One Year,Direct Debit,30,781,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
684,684,1176-LAIK,0,12,66,169.3,0.0,0.0,No,no,0.0,0,6,Yes,0,NY,409-7494,Male,62,No,No,No,0,No,Month-to-Month,Direct Debit,19,230,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
685,685,2107-CAAP,0,23,55,185.2,0.0,0.0,No,no,0.0,0,29,Yes,0,KS,415-2176,Female,29,Yes,No,No,0,Yes,One Year,Credit Card,24,558,Not Filling Responses,Not Filling Responses,20-40,Under 30
686,686,9447-MEKT,0,27,180,409.6,270.0,332.1,Yes,yes,0.0,0,0,No,0,VA,377-8067,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,12,339,Not Filling Responses,Not Filling Responses,20-40,Under 30
687,687,7103-RDJC,0,45,265,539.1,0.0,0.0,No,no,0.0,0,10,Yes,0,AL,362-7835,Male,67,No,Yes,No,0,No,One Year,Credit Card,46,2083,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
688,688,4305-YWQZ,0,73,246,654.2,0.0,0.0,No,no,0.0,0,7,Yes,0,ID,402-3476,Female,70,No,Yes,No,0,Yes,Two Year,Direct Debit,63,4569,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
689,689,3574-XUIK,0,12,38,81.5,0.0,0.0,No,no,0.0,0,0,No,0,IL,353-3285,Male,70,No,Yes,No,0,No,One Year,Credit Card,10,114,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
690,690,1703-UQFL,0,13,77,169.8,0.0,0.0,No,no,0.0,0,10,Yes,0,LA,409-9885,Female,33,No,No,No,0,Yes,Two Year,Credit Card,32,420,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
691,691,5772-GWMS,0,19,59,170.3,0.0,0.0,No,no,0.0,0,6,Yes,0,MI,345-2863,Male,19,Yes,No,No,0,No,Month-to-Month,Credit Card,29,547,Not Filling Responses,Not Filling Responses,0-20,Under 30
692,692,2292-DAWI,0,31,198,369.5,0.0,0.0,No,no,0.0,0,12,Yes,0,ID,389-5649,Female,23,Yes,No,No,0,No,Month-to-Month,Direct Debit,49,1518,Not Filling Responses,Not Filling Responses,20-40,Under 30
693,693,0983-HPCF,0,30,128,331.4,0.0,0.0,No,no,0.0,0,3,Yes,0,WA,378-8137,Male,45,No,No,No,0,No,One Year,Paper Check,21,632,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
694,694,6644-PVCE,0,3,14,34.0,0.0,0.0,No,no,0.0,0,7,No,33,MN,340-4627,Female,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,38,106,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
695,695,0183-NIFL,0,42,260,540.6,0.0,0.0,No,no,0.0,0,5,Yes,0,GA,368-5437,Female,57,No,No,No,0,No,Month-to-Month,Direct Debit,24,1003,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
696,696,8950-HDPL,0,1,4,11.0,0.0,0.0,No,no,0.0,0,0,No,0,HI,418-8170,Female,63,No,No,No,0,No,Month-to-Month,Direct Debit,10,10,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
697,697,3735-RPTM,0,7,21,47.3,0.0,0.0,No,no,0.0,0,12,Yes,0,AL,403-9417,Male,55,No,No,No,0,No,Month-to-Month,Paper Check,36,243,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
698,698,4571-PDPQ,0,53,403,795.6,0.0,0.0,No,no,0.0,0,5,Yes,0,CT,330-6165,Female,39,No,No,No,0,Yes,One Year,Paper Check,35,1846,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
699,699,6157-AZEB,0,69,516,1106.8,0.0,0.0,No,no,0.0,0,3,No,69,KS,409-4734,Male,59,No,No,No,0,Yes,Two Year,Credit Card,36,2507,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
700,700,7406-JKMN,0,54,158,268.9,0.0,0.0,No,no,0.0,0,0,No,0,NJ,348-9828,Female,60,No,No,No,0,No,Two Year,Paper Check,8,447,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
701,701,3163-GLTB,0,61,325,666.7,0.0,0.0,No,no,0.0,0,13,Yes,0,FL,418-8850,Female,69,No,Yes,No,0,Yes,One Year,Credit Card,44,2676,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
702,702,5802-USCC,1,58,367,931.1,348.0,643.8,Yes,yes,0.0,0,6,Yes,0,CA,330-8351,Female,43,No,No,No,0,No,Month-to-Month,Credit Card,34,1991,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
703,703,4095-IEMQ,0,24,110,244.6,0.0,0.0,No,no,0.0,0,3,Yes,0,TX,392-6841,Female,71,No,Yes,No,0,No,One Year,Direct Debit,38,940,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
704,704,3900-RDNM,0,69,394,827.9,0.0,0.0,No,no,0.0,0,2,Yes,0,AK,349-9060,Female,61,No,No,No,0,Yes,One Year,Direct Debit,34,2365,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
705,705,0330-JDHL,0,71,262,493.6,0.0,0.0,No,no,0.0,0,8,Yes,0,MS,415-3120,Female,77,No,Yes,No,0,Yes,Two Year,Direct Debit,30,2129,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
706,706,9497-FWYO,0,26,112,385.0,78.0,208.0,Yes,yes,0.0,0,0,No,0,VT,387-5891,Male,40,No,No,No,0,No,One Year,Credit Card,9,224,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
707,707,6564-OBAB,0,5,42,79.2,0.0,0.0,No,no,0.0,0,7,No,4,UT,368-8026,Female,60,No,No,No,0,No,Month-to-Month,Direct Debit,31,161,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
708,708,7795-LGMV,0,25,135,351.8,0.0,0.0,No,no,0.0,0,20,Yes,0,KS,332-9446,Male,29,Yes,No,No,0,No,One Year,Credit Card,30,760,Not Filling Responses,Not Filling Responses,20-40,Under 30
709,709,0506-SXGB,0,1,5,14.0,0.0,0.0,No,no,0.0,0,0,No,0,NV,393-5284,Male,23,Yes,No,No,0,No,One Year,Paper Check,7,7,Not Filling Responses,Not Filling Responses,20-40,Under 30
710,710,0372-FOQD,0,68,346,820.4,340.0,367.2,Yes,yes,0.0,0,4,Yes,0,DE,376-1677,Male,66,No,Yes,No,0,Yes,One Year,Credit Card,22,1480,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
711,711,2173-YECW,0,14,92,213.8,0.0,0.0,No,no,0.0,0,4,Yes,0,CA,337-7377,Female,36,No,No,No,0,No,One Year,Paper Check,26,371,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
712,712,3368-YEQV,0,13,59,128.7,0.0,0.0,No,no,0.0,0,5,No,0,IA,373-7037,Female,57,No,No,No,0,No,Month-to-Month,Credit Card,30,388,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
713,713,8830-HFEO,0,45,240,726.0,0.0,0.0,No,no,0.0,0,1,Yes,0,GA,390-3401,Female,60,No,No,No,0,Yes,Two Year,Paper Check,28,1253,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
714,714,6155-PKOP,0,42,207,503.1,0.0,0.0,No,no,0.0,0,3,Yes,0,CO,420-9009,Male,68,No,Yes,No,0,No,One Year,Direct Debit,36,1495,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
715,715,4916-APQL,0,40,208,514.6,0.0,0.0,No,no,0.0,0,4,Yes,0,SC,415-2641,Male,63,No,No,No,0,No,Two Year,Direct Debit,26,1049,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
716,716,1282-LBBS,0,59,135,297.3,0.0,0.0,No,no,0.0,0,8,Yes,0,MD,346-5068,Male,54,No,No,No,0,Yes,Month-to-Month,Direct Debit,23,1352,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
717,717,6022-CXWB,0,52,184,417.1,0.0,0.0,No,no,0.0,0,21,Yes,0,IN,389-2631,Female,32,No,No,No,0,No,One Year,Direct Debit,59,3060,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
718,718,4350-OTBZ,0,57,154,398.9,0.0,0.0,No,no,0.0,0,2,No,0,TN,386-7456,Female,63,No,No,No,0,No,One Year,Direct Debit,20,1165,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
719,719,9124-TKNW,0,71,154,427.5,0.0,0.0,No,no,0.0,0,8,Yes,0,FL,357-4936,Female,72,No,Yes,No,0,Yes,Two Year,Direct Debit,44,3159,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
720,720,5274-EFZU,0,36,177,462.6,0.0,0.0,No,no,0.0,0,1,Yes,0,WA,397-7411,Female,41,No,No,No,0,Yes,One Year,Direct Debit,55,1955,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
721,721,4639-ZYDY,0,3,21,41.9,0.0,0.0,No,no,0.0,0,10,Yes,0,HI,353-6218,Male,21,Yes,No,No,0,Yes,Month-to-Month,Credit Card,47,142,Not Filling Responses,Not Filling Responses,20-40,Under 30
722,722,6126-DJWV,0,37,294,556.1,0.0,0.0,No,no,0.0,0,5,Yes,0,NE,369-5942,Male,50,No,No,No,0,No,One Year,Direct Debit,39,1448,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
723,723,5788-IDPZ,0,36,93,252.1,108.0,331.2,Yes,yes,0.0,0,10,Yes,0,TN,416-8543,Male,58,No,No,No,0,Yes,Two Year,Credit Card,24,882,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
724,724,8747-DJUG,0,47,267,518.6,235.0,408.9,Yes,yes,0.0,0,3,Yes,0,NM,352-5118,Female,36,No,No,No,0,Yes,Two Year,Credit Card,47,2210,Not Filling Responses,Not Filling Responses,20-40,Between 30 - 65
725,725,2712-VYEF,0,15,25,75.9,0.0,0.0,No,no,0.0,0,10,No,70,VT,408-2621,Female,25,Yes,No,No,0,No,Month-to-Month,Direct Debit,29,433,Not Filling Responses,Not Filling Responses,20-40,Under 30
726,726,7481-JPGV,0,21,78,188.9,0.0,0.0,No,no,0.0,0,5,Yes,0,OR,353-3994,Female,75,No,Yes,No,0,No,One Year,Direct Debit,32,672,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
727,727,7049-RXQV,0,65,322,649.7,0.0,0.0,No,no,0.0,0,7,Yes,0,IN,367-4277,Male,56,No,No,No,0,No,Two Year,Direct Debit,46,2970,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
728,728,9437-NEBO,0,18,21,70.1,0.0,0.0,No,no,0.0,0,0,No,0,MO,354-3237,Male,28,Yes,No,No,0,No,Month-to-Month,Credit Card,7,126,Not Filling Responses,Not Filling Responses,20-40,Under 30
729,729,7661-ONGT,0,41,314,651.1,0.0,0.0,No,no,0.0,0,0,No,0,FL,394-8504,Female,24,Yes,No,No,0,No,Two Year,Direct Debit,13,512,Not Filling Responses,Not Filling Responses,20-40,Under 30
730,730,2256-NWCM,0,17,35,119.7,0.0,0.0,No,no,0.0,0,1,Yes,0,DC,370-4139,Female,57,No,No,No,0,No,Month-to-Month,Direct Debit,47,812,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
731,731,7760-WVHJ,0,36,60,180.8,0.0,0.0,No,no,0.0,0,20,Yes,0,VT,382-6135,Male,26,Yes,No,No,0,No,One Year,Credit Card,41,1481,Not Filling Responses,Not Filling Responses,20-40,Under 30
732,732,5961-FNFP,0,12,28,74.3,0.0,0.0,No,no,0.0,0,12,No,47,OH,359-5718,Female,22,Yes,No,No,0,No,Month-to-Month,Direct Debit,30,372,Not Filling Responses,Not Filling Responses,20-40,Under 30
733,733,6972-CRYA,0,60,88,240.8,0.0,0.0,No,no,0.0,0,0,No,0,LA,353-4880,Female,61,No,No,No,0,No,Two Year,Paper Check,10,590,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
734,734,3094-TFEO,0,3,5,11.1,0.0,0.0,No,no,0.0,0,5,Yes,0,IA,350-7344,Female,54,No,No,No,0,No,Month-to-Month,Direct Debit,47,129,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
735,735,6912-DSHN,0,56,108,282.0,168.0,716.8,Yes,yes,0.0,0,2,Yes,0,CT,416-9021,Male,44,No,No,No,0,Yes,One Year,Direct Debit,56,3141,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
736,736,1138-SNFX,0,7,38,90.0,0.0,0.0,No,no,0.0,0,13,Yes,0,UT,340-7062,Male,27,Yes,No,No,0,No,Month-to-Month,Direct Debit,39,289,Not Filling Responses,Not Filling Responses,20-40,Under 30
737,737,9526-YJQP,0,61,170,487.3,0.0,0.0,No,no,0.0,0,0,No,0,ME,332-9525,Male,26,Yes,No,No,0,No,One Year,Credit Card,12,703,Not Filling Responses,Not Filling Responses,20-40,Under 30
738,738,3628-CUCI,0,17,23,67.6,0.0,0.0,No,no,0.0,0,2,Yes,0,NV,351-1382,Male,46,No,No,No,0,No,Month-to-Month,Direct Debit,36,612,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
739,739,2490-BOPG,0,8,30,69.5,0.0,0.0,No,no,0.0,0,17,Yes,0,MT,359-7694,Male,26,Yes,No,No,0,No,Month-to-Month,Paper Check,8,64,Not Filling Responses,Not Filling Responses,20-40,Under 30
740,740,5584-AQFA,0,64,113,321.1,0.0,0.0,No,no,0.0,0,10,Yes,0,MT,419-5505,Male,29,Yes,No,No,0,Yes,Two Year,Paper Check,36,2327,Not Filling Responses,Not Filling Responses,20-40,Under 30
741,741,6932-OJOS,0,74,356,890.9,0.0,0.0,No,no,0.0,0,0,No,0,AR,377-9092,Female,68,No,Yes,No,0,No,Two Year,Direct Debit,11,844,Not Filling Responses,Not Filling Responses,60-80,Above 65 / Senior
742,742,0990-ITWZ,0,31,172,343.2,0.0,0.0,No,no,0.0,0,4,Yes,0,LA,373-6681,Male,60,No,No,No,0,Yes,One Year,Direct Debit,31,981,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
743,743,7670-PJDS,0,48,208,576.8,0.0,0.0,No,no,0.0,0,5,Yes,0,KS,417-7736,Female,60,No,No,No,0,No,Month-to-Month,Paper Check,36,1740,Not Filling Responses,Not Filling Responses,40-60,Between 30 - 65
744,744,7899-KDSL,0,63,319,878.7,0.0,0.0,No,no,0.0,0,26,Yes,0,OR,393-2812,Male,21,Yes,No,No,0,Yes,Two Year,Credit Card,44,2775,Not Filling Responses,Not Filling Responses,20-40,Under 30
745,745,4541-BLXB,0,22,65,173.7,0.0,0.0,No,no,0.0,0,6,Yes,0,CO,334-8694,Male,62,No,No,No,0,Yes,Month-to-Month,Credit Card,25,551,Not Filling Responses,Not Filling Responses,60-80,Between 30 - 65
746,746,0800-RLNF,0,62,75,246.9,0.0,0.0,No,no,0.0,0,3,Yes,0,AZ,354-4568,Male,82,No,Yes,No,0,Yes,One Year,Credit Card,61,3759,Not Filling Responses,Not Filling Responses,>80,Above 65 / Senior
